NRO_RADICADO;FECHA_ACCIDENTE;HORA_ACCIDENTE;Día de la semana;AÑO;MES;CLASE_VEHICULO;TIPO_SERVICIO;TIPO_VICTIMA;EDAD;GENERO;GRAVEDAD;ESTADO_BEODEZ;ESTADO_DROGA;RESULTADO_BEODEZ;RESUL_BEODEZ_GRAMOS;DIRECCION_CARACT_VIA;TRAMO_VIA;LOCALIDAD_O_COMUNA;    GEORREFERENCIACIÓN;DESC_CLASE_ACCIDENTE;DESC_CHOQUE_ACCIDENTE;DESC_OBJETO_FIJO;DESC_SECTOR_ACCIDENTE;CONDICION_CLIMATICA;CAUSA_ACCIDENTE
2180151;19/01/2018;5:00:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;48;FEMENINO;HERIDOS;0;0;0;0;CARRERA 49 # 46 A SUR 20;;LAS VEGAS;6.167889, -75.602347;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180151;19/01/2018;5:00:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;62;MASCULINO;HERIDOS;0;0;0;0;CARRERA 49 # 46 A SUR 20;;LAS VEGAS;6.167889, -75.602347;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180152;19/01/2018;10:40:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;26;MASCULINO;HERIDOS;0;0;0;0;CARRERA 48 CALLE 40 SUR;;LAS VEGAS;6.170156055221228, -75.59573852798471;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar cerrando
2180154;19/01/2018;12:15:00 p. m.;Viernes;2018;Enero;CAMIONETA;PUBLICO;Conductor;20;MASCULINO;HERIDOS;0;0;0;0;CARRERA 43 A # 31 SUR 12;;LA MAGNOLIA;6.17640990651897, -75.5852706134214;CHOQUE;OBJETO FIJO;ARBOL;RESIDENCIAL;Normal;Exceso de velocidad  -  Impericia en el manejo
2180157;19/01/2018;1:45:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;40;MASCULINO;HERIDOS;0;0;0;0;CALLE 25 SUR # 42 B 02;;LAS ORQUIDEAS;6.179579681631353, -75.58044818691694;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar con las puertas abiertas
2180160;20/01/2018;3:10:00 p. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;28;FEMENINO;HERIDOS;0;0;0;0;CARRERA 50 CALLE 26 SUR ;;LAS VEGAS;6.184920, -75.587152;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180163;20/01/2018;11:20:00 a. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;47;FEMENINO;HERIDOS;0;0;0;0;CARRERA 42 CALLE 35 SUR;;ZONA CENTRO;6.172527526916682, -75.58557610547432;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2180166;19/01/2018;10:40:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;32;MASCULINO;HERIDOS;0;0;0;0;CALLE 38 A SUR  CARRERA 41;;ZONA CENTRO;6.169445494881743, -75.58674098033771;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Lluvia;Semaforo en rojo
2180166;19/01/2018;10:40:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;35;MASCULINO;HERIDOS;0;0;0;0;CALLE 38 A SUR  CARRERA 41;;ZONA CENTRO;6.169445494881743, -75.58674098033771;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Lluvia;Semaforo en rojo
2180169;19/01/2018;4:30:00 p. m.;Viernes;2018;Enero;BICICLETA;PARTICULAR;Ciclista;14;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31 CALLE 37 SUR;;LA PRADERA;6.1659299055643295, -75.58026839273028;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros  -  Transitar entre vehiculos
2180172;19/01/2018;12:05:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;22;FEMENINO;HERIDOS;0;0;0;0;CALLE 25 SUR # 42 B 61;;LAS ORQUIDEAS;6.180237992694924, -75.58113083957399;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros  -  No respetar prelacion
2180174;19/01/2018;9:00:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;26;FEMENINO;HERIDOS;0;0;0;0;CARRERA 48 CALLE 50 SUR;;LAS VEGAS;6.162072458716961, -75.60353659646475;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar entre vehiculos
2180174;19/01/2018;9:00:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;0;CARRERA 48 CALLE 50 SUR;;LAS VEGAS;6.162072458716961, -75.60353659646475;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar entre vehiculos
2180176;20/01/2018;2:50:00 p. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;37;FEMENINO;HERIDOS;0;0;0;0;DIAGONAL 40 # 33 SUR 92;;BUCAREST;6.17283276639185, -75.58550882475599;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180177;23/01/2018;5:50:00 p. m.;Martes;2018;Enero;AUTOMOVIL;PARTICULAR;Peaton;2;FEMENINO;HERIDOS;0;0;0;0;CALLE 33 B SUR # 44-37;;SAN MARCOS;6.174011092581856, -75.58769056275196;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar
2180178;21/01/2018;4:50:00 p. m.;Domingo;2018;Enero;BICICLETA;PARTICULAR;Peaton;80;FEMENINO;HERIDOS;0;0;0;0;TRANSVERSAL 34 D SUR # 30-11;;URIBE ANGEL;6.171967393432798, -75.57848184604717;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180178;21/01/2018;4:50:00 p. m.;Domingo;2018;Enero;BICICLETA;PARTICULAR;Ciclista;16;MASCULINO;HERIDOS;0;0;0;0;TRANSVERSAL 34 D SUR # 30-11;;URIBE ANGEL;6.171967393432798, -75.57848184604717;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180181;23/01/2018;9:00:00 p. m.;Martes;2018;Enero;BUS;PUBLICO;Pasajero;60;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 40 # 33 SUR 12;;BUCAREST;6.173081155125772, -75.58543301668742;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2180196;20/01/2018;7:30:00 a. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;44;FEMENINO;HERIDOS;0;0;0;0;CALLE 50 SUR CARRERA 48;;LAS VEGAS;6.162072458716961, -75.60353659646475;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180198;22/01/2018;7:10:00 p. m.;Lunes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;0;CARRERA 49 CALLE 25 A SUR;;LAS VEGAS;6.187125, -75.584125;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros  -  No respetar prelacion
2180200;22/01/2018;6:10:00 p. m.;Lunes;2018;Enero;BUS;PUBLICO;Pasajero;27;FEMENINO;HERIDOS;0;0;0;0;CALLE 38 SUR CARRERA 43 A;;ZONA CENTRO;6.170686227278825, -75.58870546275197;CHOQUE;OBJETO FIJO;POSTE;RESIDENCIAL;Normal;Exceso de velocidad  -  Impericia en el manejo
2180201;23/01/2018;9:50:00 a. m.;Martes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;33;MASCULINO;HERIDOS;0;0;0;0;CALLE 40 SUR # 28 B 08;;SAN JOSE;6.161002298736834, -75.58144796314573;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Arrancar sin precaucion
2180203;24/01/2018;7:50:00 a. m.;Miércoles;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;29;FEMENINO;HERIDOS;0;0;0;0;CARRERA 43 A # 23 SUR 96;;LAS ORQUIDEAS;6.181809569359366, -75.58051219662143;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2180206;23/01/2018;10:10:00 a. m.;Martes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;0;CALLE 45 B SUR # 43-16;;LA PAZ;6.1649227644120135, -75.59456836129617;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2180209;23/01/2018;5:00:00 p. m.;Martes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;0;CALLE 29 SUR CARRERA 46 A;;JARDINES;6.179850893416627, -75.58635288053364;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Superficie lisa
2180212;23/01/2018;4:50:00 p. m.;Martes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 16+500;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.15419808916125, -75.53446480018202;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Impericia en el manejo
2180213;24/01/2018;7:50:00 a. m.;Miércoles;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CALLE 32 B SUR;;LAS VEGAS;6.178263, -75.591897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Lluvia;Impericia en el manejo
2180216;25/01/2018;5:10:00 p. m.;Jueves;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;38;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CALLE 39 B SUR;;LAS VEGAS;6.173831, -75.597143;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180219;25/01/2018;1:45:00 a. m.;Jueves;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;28;MASCULINO;HERIDOS;0;0;0;0;CALLE 31 SUR # 44 A 45;;SAN MARCOS;6.176899376454829, -75.58659250847363;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Embriaguez aparente  -  Impericia en el manejo
2180235;26/01/2018;6:20:00 p. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;37;MASCULINO;HERIDOS;0;0;0;0;CALLE 27 SUR # 27-55;;EL ESMERALDAL;6.1727982583130165, -75.56842853541453;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar en zona prohibida
2180236;28/01/2018;3:00:00 p. m.;Domingo;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;TRANSVERSAL 27 A SUR # 42B 80;;PONTE VEDRA;6.178369941391629, -75.582744976293;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Superficie lisa
2180238;27/01/2018;12:50:00 p. m.;Sábado;2018;Enero;MOTOCICLETA;DIPLOMATICO;Motociclista;41;MASCULINO;HERIDOS;0;0;0;0;CALLE 38 SUR CARRERA 32;;MESA;6.166596933118738, -75.58144731526835;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2180239;26/01/2018;11:10:00 a. m.;Viernes;2018;Enero;AUTOMOVIL;PARTICULAR;Conductor;33;FEMENINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 37 SUR;;LAS VEGAS;6.173473352424915, -75.59256588595376;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180241;27/01/2018;11:20:00 p. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 11+960;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.159248548075241, -75.51711291960954;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No mantener distancia de seguridad
2180241;27/01/2018;11:20:00 p. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;24;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 11+960;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.159248548075241, -75.51711291960954;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No mantener distancia de seguridad
2180243;27/01/2018;1:00:00 p. m.;Sábado;2018;Enero;MOTOCICLETA;PARTICULAR;Peaton;67;MASCULINO;HERIDOS;0;0;0;;CALLE 37 SUR CARRERA 39;;ZONA CENTRO;6.168947956077709, -75.58487725494845;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180246;26/01/2018;6:50:00 a. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;28;MASCULINO;HERIDOS;0;0;0;0;CARRERA 25 # 39 SUR 15;;EL SALADO;6.153926972324574, -75.57510019013193;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2180250;26/01/2018;11:55:00 a. m.;Viernes;2018;Enero;BICICLETA;PARTICULAR;Ciclista;23;FEMENINO;HERIDOS;0;0;0;0;CALLE 26 BS UR # 42 B 14;;LAS ORQUIDEAS;6.179346047064961, -75.5809748362099;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar cerrando  -  Girar bruscamente
2180251;29/01/2018;6:40:00 a. m.;Lunes;2018;Enero;BICICLETA;PARTICULAR;Ciclista;31;MASCULINO;HERIDOS;0;0;0;0;CARRERA 43 A CALLE 40 SUR;;ALCALA;6.168023935044304, -75.59036832024142;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales  -  Transitar entre vehiculos
2180253;26/01/2018;8:15:00 a. m.;Viernes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;45;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 14+600;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.153622220051975, -75.53274615768052;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No mantener distancia de seguridad
2180255;29/01/2018;5:45:00 p. m.;Lunes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;55;MASCULINO;HERIDOS;0;0;0;0;CALLE 36 D SUR # 27 A 205;;LA PRADERA;6.16353677768886, -75.5727994296743;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar cerrando  -  Girar bruscamente
2180261;30/01/2018;7:30:00 p. m.;Martes;2018;Enero;BICICLETA;PARTICULAR;Ciclista;23;FEMENINO;HERIDOS;0;0;0;0;CARRERA 43 A CALLE 45 B SUR ;;LA PAZ;6.164657230169621, -75.59468871896749;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2180262;29/01/2018;8:00:00 p. m.;Lunes;2018;Enero;CAMION;OFICIAL;Acompañante;66;FEMENINO;HERIDOS;0;0;0;0;CALLE 46 SUR CARRERA 44;;PRIMAVERA;6.164658496145266, -75.59630622042371;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Descender o subir del vehiculo en marcha
2180266;30/01/2018;4:00:00 p. m.;Martes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;30;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31 CC TRANSVERSAL 32 A SUR ;;LA MAGNOLIA;6.1765101909190046, -75.58055814420175;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad  -  No mantener distancia de seguridad
2180270;30/01/2018;5:13:00 p. m.;Martes;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;23;FEMENINO;HERIDOS;0;0;0;0;CALLE 40 SUR CARRERA 29;;SAN JOSE;6.161343097373971, -75.58169926129621;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2180271;31/01/2018;5:00:00 p. m.;Miércoles;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;21;MASCULINO;MUERTOS;0;0;0;0;CARRERA 50 CALLE 46 A SUR 100;;LAS VEGAS;6.168382, -75.602212;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2180272;31/01/2018;8:00:00 a. m.;Miércoles;2018;Enero;BICICLETA;PARTICULAR;Ciclista;14;MASCULINO;HERIDOS;0;0;0;0;CALLE 39 SUR CARRERA 33;;MESA;6.16506862886062, -75.58296299013182;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales  -  Exceso de velocidad
2180276;31/01/2018;1:20:00 p. m.;Miércoles;2018;Enero;MOTOCICLETA;OFICIAL;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;CALLE 43 SUR # 48-127;;LAS VEGAS;6.169292161558015, -75.59862904780307;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros
2180276;31/01/2018;1:20:00 p. m.;Miércoles;2018;Enero;MOTOCICLETA;OFICIAL;Acompañante;27;MASCULINO;HERIDOS;0;0;0;0;CALLE 43 SUR # 48-127;;LAS VEGAS;6.169292161558015, -75.59862904780307;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar pelacion de interseccion o giros
2180278;28/01/2018;7:40:00 p. m.;Domingo;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;41;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 17+100;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.153591570245191, -75.53282044519636;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Girar bruscamente
2180278;28/01/2018;7:40:00 p. m.;Domingo;2018;Enero;MOTOCICLETA;PARTICULAR;Acompañante;39;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 17+100;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.153591570245191, -75.53282044519636;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Girar bruscamente
2180286;1/02/2018;8:20:00 p. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Acompañante;18;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31 A # 34 EE SUR  13;;LA SEBASTIANA;6.170556, -75.580115;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180286;1/02/2018;8:20:00 p. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;27;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31 A # 34 EE SUR  13;;LA SEBASTIANA;6.170556, -75.580115;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180286;1/02/2018;8:20:00 p. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Peaton;71;MASCULINO;MUERTOS;0;0;0;0;DIAGONAL 31 A # 34 EE SUR  13;;LA SEBASTIANA;6.170556, -75.580115;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180287;31/01/2018;10:20:00 a. m.;Miércoles;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;0;CALLE 39 SUR CARERRA 24 C;;EL SALADO;6.1683384608725165, -75.58788134040505;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2180288;29/01/2018;9:20:00 a. m.;Lunes;2018;Enero;BICICLETA;PARTICULAR;Ciclista;23;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 16+800;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.153597294638558, -75.53296744538642;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No respetar prelacion
2180292;31/01/2018;1:30:00 p. m.;Miércoles;2018;Enero;CAMIONETA;PARTICULAR;Acompañante;53;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 12+020;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.1591123511215145, -75.517711902791;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No respetar prelacion
2180292;31/01/2018;1:30:00 p. m.;Miércoles;2018;Enero;CAMPERO;PARTICULAR;Conductor;45;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 12+020;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.1591123511215145, -75.517711902791;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;No respetar prelacion
2180293;31/01/2018;9:00:00 p. m.;Miércoles;2018;Enero;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;0;TRANSVERSAL 32 A SUR # 31 E 69;;LA MAGNOLIA;6.1760488254635995, -75.58139001905738;CHOQUE;OBJETO FIJO;VEHICULO ESTACIONADO;RESIDENCIAL;Normal;Impericia en el manejo
2180295;1/02/2018;8:45:00 a. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Peaton;85;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31 # 32 D SUR  18;;LAS FLORES;6.174286080412874, -75.57880672886863;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180295;1/02/2018;8:45:00 a. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;27;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31 # 32 D SUR  18;;LAS FLORES;6.174286080412874, -75.57880672886863;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2180301;1/02/2018;12:20:00 p. m.;Jueves;2018;Febrero;BUS;PUBLICO;Pasajero;64;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31C TRANSVERSAL 36 A SUR ;;LA SEBASTIANA;6.16802751374568, -75.5803541159244;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Frenar bruscamente
2180302;1/02/2018;5:40:00 p. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 37 SUR;;LAS VEGAS;6.175135, -75.595369;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar entre vehiculos
2180304;1/02/2018;1:45:00 p. m.;Jueves;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;CALLE 25 SUR  # 46-3;;BOSQUES DE ZUÑIGA;6.1830119193102115, -75.58266013601403;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180306;4/02/2018;6:55:00 p. m.;Domingo;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CALLE 39 SUR;;LAS VEGAS;6.173831, -75.597143;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180306;4/02/2018;6:55:00 p. m.;Domingo;2018;Febrero;MOTOCICLETA;PARTICULAR;Acompañante;24;FEMENINO;HERIDOS;0;0;0;0;CARRERA 50 CALLE 39 SUR;;LAS VEGAS;6.173831, -75.597143;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2180308;4/02/2018;2:00:00 p. m.;Domingo;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;57;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+540;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.159304849639924, -75.53087561697764;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar en zona prohibida
2180314;4/02/2018;1:40:00 p. m.;Domingo;2018;Febrero;MOTOCICLETA;PARTICULAR;Acompañante;25;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 4+800;el escobero - km 0-13);VEREDA EL ESCOBERO;6.124913106026936, -75.5484682205391;CHOQUE;OBJETO FIJO;BARANDA;NO REPORTADO;Normal;Exceso de velocidad  -  Impericia en el manejo
2180314;4/02/2018;1:40:00 p. m.;Domingo;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;18;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 4+800;el escobero - km 0-13);VEREDA EL ESCOBERO;6.124913106026936, -75.5484682205391;CHOQUE;OBJETO FIJO;BARANDA;NO REPORTADO;Normal;Exceso de velocidad  -  Impericia en el manejo
2180317;2/02/2018;1:30:00 p. m.;Viernes;2018;Febrero;MOTOCICLETA;PARTICULAR;Peaton;45;FEMENINO;HERIDOS;0;0;0;0;TRANSVERSAL 32 A SUR DIAGONAL 31 E;;LA MAGNOLIA;6.1765444921487225, -75.58202340693106;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2180318;2/02/2018;7:00:00 a. m.;Viernes;2018;Febrero;MOTOCICLETA;PARTICULAR;Peaton;66;MASCULINO;HERIDOS;0;0;0;;CALLE 40 A SUR # 37-24;;EL DORADO;6.168577494404892, -75.5934472222745;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar
2180320;5/02/2018;5:30:00 p. m.;Lunes;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;45;MASCULINO;HERIDOS;0;0;0;0;CALLE 36 SUR # 24-06;;LOMA DEL ATRAVEZADO;6.167284428010535, -75.56391875943908;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2180328;6/02/2018;9:33:00 p. m.;Martes;2018;Febrero;BICICLETA;PARTICULAR;Ciclista;19;MASCULINO;HERIDOS;0;0;0;0;CALLE 36 D SUR CARERRA 27;;VEREDA EL ESCOBERO;6.162262648723476, -75.57027649451149;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2180329;5/02/2018;2:20:00 p. m.;Lunes;2018;Febrero;MOTOCICLETA;PARTICULAR;Motociclista;26;MASCULINO;HERIDOS;0;0;0;0;CALLE 45 SUR CARRERA 43 A;;PRIMAVERA;6.16539186375876, -75.5945615784882;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2180331;6/02/2018;3:55:00 p. m.;Martes;2018;Febrero;BUSETA;PUBLICO;Pasajero;66;MASCULINO;HERIDOS;0;0;0;0;CARRERA 25 # 38 D SUR 38;;EL CHINGUÍ;6.153347, -75.573894;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Descender o subir del vehiculo en marcha
